content_id,value,context_code
216061444,LePage,brand_of
216061444,Licor del Polo,brand_of
216061444,Live Color XXL,brand_of
216061444,Loctite,brand_of
216061444,Losk,brand_of
216061444,Mas,brand_of
216061444,Men Perfect,brand_of
216061444,Metylan,brand_of
216061444,Million Color,brand_of
216061444,Mir,brand_of
216061444,Natural &amp; Easy,brand_of
216061444,Nectra Color,brand_of
216061444,Nelsen,brand_of
216061444,Neutrakal,brand_of
216061444,Nitromors,brand_of
216061444,Osi,brand_of
216061444,Osis+,brand_of
216061444,Palette,brand_of
216061444,Paon Essence Rich,brand_of
216061444,Pattex,brand_of
216061444,Pemolux,brand_of
216061444,Perfect Mousse,brand_of
216061444,Persil,brand_of
216061444,Perwoll,brand_of
216061444,Ponal,brand_of
216061444,Pril,brand_of
216061444,Pritt,brand_of
216061444,Punch,brand_of
216061444,Pur,brand_of
216061444,Purex,brand_of
216061444,Renuzit,brand_of
216061444,Rex,brand_of
216061444,Right Guard,brand_of
216061444,Sard Wonder,brand_of
216061444,Schauma,brand_of
216061444,Schwarzkopf,brand_of
216061444,Scorpio,brand_of
216061444,Seah,brand_of
216061444,Sellotape,brand_of
216061444,Septifos,brand_of
216061444,Silan,brand_of
216061444,Silhouette,brand_of
216061444,Sista,brand_of
216061444,Soft Scrub,brand_of
216061444,Solvite,brand_of
216061444,Somat,brand_of
216061444,Spee,brand_of
216061444,Supreme Keratin,brand_of
216061444,Syoss,brand_of
216061444,Taft,brand_of
216061444,Tangit,brand_of
216061444,Technomelt,brand_of
216061444,Teraxyl,brand_of
216061444,Teroson,brand_of
216061444,Theramed,brand_of
216061444,Thomsit,brand_of
216061444,Unibond,brand_of
216061444,Vademecum,brand_of
216061444,Vape,brand_of
216061444,Vapona,brand_of
216061444,Vernel,brand_of
216061444,Vigor,brand_of
216061444,Vim,brand_of
216061444,Vu,brand_of
216061444,WC Frisch,brand_of
216061444,Weisser Riese,brand_of
216061444,Wipp Express,brand_of
216061444,X-TRA,brand_of
216061444,Zen’sect,brand_of
216100661,Solld State Advanced Controls,formerly_known_as
216100663,Ledino,brand_of
216100663,Philips Advance,brand_of
216100663,Philips Lighting,formerly_known_as
216100663,Philips Lighting,previous_name_value
216100663,Philips Lighting Controls,brand_of
216100663,Stonco,brand_of
216100666,Pacific Monolythics,acquired_by
216100667,"Matsushita Electric Industrial Co., Ltd",formerly_known_as
216100671,Calterm,brand_of
216100671,Sperry Instruments,brand_of
216100672,acal plc,formerly_known_as
216100672,acal plc,previous_name_value
216507661,ICT,acronym
216507662,IST,acronym
216507663,Linear Corp,brand_of
216507663,M&S Sytems,merged_into
216507663,Partners Choice,brand_of
216507664,SLi,acronym
216507665,Astec Semiconductor,acquired_by
216507669,Absolute Semiconductor Product,also_known_as
216507670,Dal-Tech Products,division_of
216507671,B+B Smartworx,previous_name_value
216507672,Topdiode Manufacturing Company Limited,also_known_as
216507674,Hope Microelectronics Co,previous_name_value
216507680,SeeedStudio,product_family
216507680,Seeed Technology Ltd,also_known_as
216507683,TECHSEM,also_known_as
216507689,Gainta Enclosures,also_known_as
216507689,Gainta Industries,also_known_as
216507690,Stoneridge,division_of
216507693,ifm Electronic,also_known_as
216507712,Albright Engineers,also_known_as
216507714,Clifford and Snell,acquired_by
216507714,Clifford & Snell,acquired_by
216507725,Keller Ag Fuer Druckmesstechnik,also_known_as
216507727,Leader Instruments,formerly_known_as
216507736,Gold Ring,trademark_of
216507736,Hargraves Fluids,acquired_by
216507736,Parker Domnick Hunter,division_of
216507736,Parker Engineering,also_known_as
216507736,Parker Seal,division_of
216507736,Parker SSD Drives,also_known_as
216507736,Parker Watts,brand_of
216507736,Skinner,trademark_of
216507738,Pro-Lite,brand_of
216507739,RDL,acronym
216507754,Xsens,formerly_known_as
216508041,Curtiss-Wright,previous_name_value
216508041,DY 4 SYSTEMS,acquired_by
216508041,IMC Magnetics Corporation,acquired_by
216508042,Teracom Components,acquired_by
216508049,Eldec Corporation,acquired_by
216508049,Ferranti Venus,acquired_by
216508074,AFL Noyes,also_known_as
216508074,Verillon,formerly_known_as
216508076,AEI Manufacturing Inc,also_known_as
216508083,Tronser Trimmer,also_known_as
216508093,Alpha-Fry Technologies BV,also_known_as
216508093,Alpha Metals Inc,also_known_as
216508099,America Semiconductor LLC,previous_name_value
216508102,APM Gamma,also_known_as
216508102,Gamma Microelectronics,also_known_as
216508108,Energy Science Amploc,also_known_as
216508109,American Radionic Inc,also_known_as
216508115,Anytek Technology Corp Ltd,previous_name_value
216508129,Combustion Engineering,acquired_by
216508135,ASMT,also_known_as
216508169,Bowmar Instrument/ White Microelectronics,previous_name_value
216508173,Toward Relays,also_known_as
216508173,Toward Technologies Co Ltd,also_known_as
216508215,Central Resistor Corp,formerly_known_as
216508215,Central Resistor Corp,previous_name_value
216508226,"WEIHAI CHANGSUNG ELECTRONICS CO.,LTD",also_known_as
216508256,Concraft Precision Industrial,also_known_as
216508260,Connector Industries of America,also_known_as
216508267,CMI,acronym
216508267,Corry Micronics,formerly_known_as
216508280,Way-On,also_known_as
216508286,G&L Motion Controls,acquired_by
216508372,F.W. Murphy,brand_of
216508372,FW Murphy,brand_of
216508372,Murphy,brand_of
216508415,PC Power & Cooling Inc,formerly_known_as
216508420,FIC Relais,also_known_as
216508420,FIC Relays,also_known_as
216508426,Kubler Group,also_known_as
216508426,Kübler Group,also_known_as
216508427,FROLYT capacitors and components GmbH,also_known_as
216508430,FSP Fortron,formerly_known_as
216508452,Genisco Technology Corporation,parent_of
216508454,GEMAC,also_known_as
216508475,"Zhongshan HanRun Electronics Co., Ltd",also_known_as
216508481,Haller - Relais GmbH,formerly_known_as
216508492,HN-MODUL,also_known_as
216508496,Shanxi Hongxing Electronic Components Co,also_known_as
216508518,IEWC Corp,also_known_as
216508518,Industrial Electric Wire and Cable,also_known_as
216508518,Industrial Electric Wire & Cable,also_known_as
216508536,Integrated Microwave,previous_name_value
216508536,Integrated Microwave,formerly_known_as
216508560,"Jite Technologies, Inc.",also_known_as
216508567,KSS Wiring Accessories,also_known_as
216508617,Leoni AG,previous_name_value
216508617,LEONI Kabel Polska Sp. z o.o.,also_known_as
216508617,Leoni Studer AG,also_known_as
216508630,Litton Industries,merged_into
216508632,Lockheed Marietta Aero & Naval Systems,also_known_as
216508637,Parker Lord,also_known_as
216508644,LXD Inc,also_known_as
216508671,Mercury Computer Systems,also_known_as
216508692,Mexcel,brand_of
216508699,MOD-TAP,formerly_known_as
216508706,JANUS Displays,division_of
216508733,Nippon Crystal,previous_name_value
216508755,O-Net Communications Ltd,formerly_known_as
216508755,O-Net Communications (Shenzhen) Limited,formerly_known_as
216508771,Pacific Scientific OECO,previous_name_value
216508781,Peninsula Components Incorporated,also_known_as
216508791,Pico Corp,also_known_as
216508800,Favor Electronics,also_known_as
216508800,Favor Union Co Ltd,also_known_as
216508800,"Polyshine Electronics Co., Ltd.",also_known_as
216508808,Amerlock,brand_of
216508809,Precision Connector Design,also_known_as
216508822,Cordaflex,brand_of
216508822,Draka Holding BV,acquired_by
216508823,"Puls, LP",also_known_as
216508823,Puls Power,also_known_as
216508827,IntegraMate,trademark_of
216508827,QA Technology Co Inc,previous_name_value
216508835,RAD,previous_name_value
216508835,RAD Data Communications Ltd,also_known_as
216508851,RFCI,also_known_as
216508865,Roline,brand_of
216508868,RPM Rubber Parts,also_known_as
216508874,DOWPAK,trademark_of
216508874,PRB Line,brand_of
216508884,OS-CON Capactors,brand_of
216508914,Societe Electrique Sterling,also_known_as
216508922,I'M Intelligent Memory Ltd,previous_name_value
216508922,I'M Intelligent Memory Ltd,formerly_known_as
216508930,Shenzhen Jing Feng Crystal,also_known_as
216508932,Lanke Electronics,also_known_as
216508937,"Shenzhen Tianwei Electronics Co., Ltd",also_known_as
216508951,SITI,also_known_as
216508957,Sirio Inductive Components,also_known_as
216508968,Solid State System,also_known_as
216508994,STC Micro,also_known_as
216509001,SMI-ED,abbreviation
216509001,Sumitomo Metal Electronic Devices Inc,also_known_as
216509010,Cajon,division_of
216509015,SDI,acronym
216509021,Tai-Shing Ltd,also_known_as
216509021,TSE,abbreviation
216509052,Kurtz Ersa,also_known_as
216509055,Thermo Electric Cooling America Corp,previous_name_value
216509086,Technical Research and Manufacturing,also_known_as
216509086,TRM Microwave,also_known_as
216509089,Tyee Products Inc,previous_name_value
216509120,Cardwell Condensor,formerly_known_as
216509122,VPC,also_known_as
216509124,Data Critical Corporation,acquired_by
216509127,Vossloh-Schwabe Optoelectronic Gmbh & Co Kg,previous_name_value
216509127,Vossloh-Wustlich Opto GmbH and Co KG,formerly_known_as
216509136,WEG Electric Motors,also_known_as
216509164,"XIA MEN HUA LIAN ELECTRONICS CORP., LTD",also_known_as
216509170,"Dongguan Yokowo Car Components Co., Ltd. ",division_of
216509170,"Dongguan Yokowo Communication Components Co., Ltd. ",division_of
216509170,"Dongguan Yokowo Electronics Co., Ltd. ",division_of
216509170,"Sdn.Bhd.Yokowo (Thailand) Co. , Ltd. ",division_of
216509170,Yokowo America Corporation,division_of
216509170,Yokowo Corp. (Hk) Ltd. ,division_of
216509170,Yokowo De Mexico Sa De Cv,division_of
216509170,Yokowo Electronics (M) ,division_of
216509170,Yokowo Europe Ltd. ,division_of
216509170,Yokowo (Hong Kong) Ltd. ,division_of
216509170,"Yokowo Korea Co., Ltd. ",division_of
216509170,Yokowo Manufacturing Of America Llc ,division_of
216509170,"Yokowo Micro Tech Co., Ltd. ",division_of
216509170,Yokowo (Singapore) Pte. Ltd . ,division_of
216509170,"Yokowo Vietnam Co., Ltd. . ",division_of
216509178,Zentel Japan,division_of
218384259,Adapteva Inc,formerly_known_as
218384262,ART,acronym
218384298,Insixt,brand_of
218384302,GIGABYTE,also_known_as
218384303,GNS,acronym
218384307,Anderson,brand_of
218384307,Atlas,brand_of
218384307,Beacon Products,brand_of
218384307,CDR Systems,brand_of
218384307,Chance,brand_of
218384307,Electro Composites,brand_of
218384307,Fargo,brand_of
218384307,Hubbell Power Systems,brand_of
218384307,Ohio Brass,brand_of
218384307,PCORE Electric,brand_of
218384307,Polycast,brand_of
218384307,Quazite,brand_of
218384307,USCO,brand_of
218384307,Wiegmann,brand_of
218384310,IKO International  Inc.,division_of
218384318,Foresee,brand_of
218384321,Finetech,division_of
218384330,Sanwa Meter,also_known_as
218384333,T-Global Technology,previous_name_value
218384335,TD Mobility,also_known_as
218384335,TD Sourcing,also_known_as
218384336,VDO-IMT,brand_of
218384338,Thermoelectric,previous_name_value
218384340,Carolus,brand_of
218384340,MHH Engineering,formerly_known_as
218384340,Torqueleader,formerly_known_as
218384343,ECCO Safety Group,division_of
218384346,Cherry,brand_of
218384346,ZF Electronics GmbH,previous_name_value
220560867,Advanced Photonix,also_known_as
220560867,Advanced Photonix Inc,formerly_known_as
220560867,API,also_known_as
220560867,API,abbreviation
220560867,Luna Innovations Incorporated,also_known_as
220560867,Luna Optoelectronics,parent_of
220560867,Picometrix,brand_of
220560867,Silicon Sensors Inc,acquired_by
220560867,Texas Optoelectronics Inc,acquired_by
220560876,MTL Instruments,also_known_as
220560877,Chekkit,brand_of
220560877,No Climb Products Ltd,formerly_known_as
220560877,Smoke Sabre,brand_of
220560877,Solo,brand_of
220560877,Testfire,brand_of
220560877,Trutest,brand_of
220560880,D&B Industrial Group,parent_of
220560881,EGS ETP NEER,brand_of
220561114,AKG,brand_of
220561114,AMX,brand_of
220561114,BSS,brand_of
220561114,Crown,brand_of
220561114,dbx,brand_of
220561114,DigiTech,brand_of
220561114,harmon/kardon,brand_of
220561114,JBL Professional,brand_of
220561114,Lexicon,brand_of
220561114,Martin,brand_of
220561114,MWM Acoustics LLC,acquired_by
220561114,Soundcraft,brand_of
220561114,Studer,brand_of
220561114,Vi1 Mixers,product_family
220561121,Elettrotecnica Rold Srl,also_known_as
220561123,ERP,acronym
220561125,Cadweld,brand_of
220561128,PowerTwist Plus,brand_of
220561138,JG Speedfit,brand_of
220561141,Free Control (Home Automation),brand_of
220561147,Mitsuki Electronic Company,also_known_as
220561156,Nebo Tools,also_known_as
220561158,Norton Abrasives,also_known_as
220561161,atlas,product_family
220561171,Modelcraft,brand_of
220561171,Policraft,brand_of
220561187,TrendNET,previous_name_value
220561189,Van Damme Cables,also_known_as
220561233,Cramolin,brand_of
220561233,Varybond,brand_of
220561234,Ultra Librarian,product_family
220561245,Swarfega,product_family
220561249,Adaptive Thermal Management,brand_of
220561249,Spreadfast,brand_of
220561260,LUTZE Inc,previous_name_value
220561261,Micro Crystal Switzerland,also_known_as
220561262,Mobile Mark Inc,previous_name_value
220561264,Nearson,previous_name_value
220561267,PULS Power,previous_name_value
220561272,Tappan Wire & Cable Inc,acquired_by
220561278,Wolsey,formerly_known_as
220561753,Defender,division_of
220561772,Master Series,brand_of
220561780,Yaskawa,parent_of
220562561,Acer Laboratories Incorporated,also_known_as
220562561,Acer Labs Inc,also_known_as
220562565,Aerospace Optics Inc,formerly_known_as
220562576,Apogee Techology Inc,previous_name_value
220562588,Bernier,previous_name_value
220562588,Bernier Connect SAS,also_known_as
220562606,CNR,also_known_as
220562607,JONHON Optoelectronic,also_known_as
220562633,Detroit Coil Co,formerly_known_as
220562643,EarthMake,also_known_as
220562645,Egston,formerly_known_as
220562650,EA Elektro-Automatik,previous_name_value
220562656,Enplas Semiconductor Peripherals,also_known_as
220562658,Exor Embedded srl,division_of
220562664,"Ningbo Foryard Optoelectronics CO., LTD.",also_known_as
220562689,ILSCO,formerly_known_as
220562694,CMP Display Systems Inc,acquired_by
220562694,DBP Microwave Inc,acquired_by
220562694,Ducommun Technologies Inc,formerly_known_as
220562694,Ducommun Technologies Inc,previous_name_value
220562694,Jay-El,brand_of
220562733,SEFUSE,trademark_of
220562737,Ulveco,acquired_by
220562752,Pink Rubber Seal,product_family
220562752,QSR Inc,acronym
220562752,TAC Materials Inc,also_known_as
220562768,SAGE Millimeter Inc,formerly_known_as
220562772,SIB (Cable Glands),brand_of
220562798,Standard-K,brand_of
220562809,TechEtch,also_known_as
220562810,Shenzhen Techgood Electronics Co Ltd,also_known_as
220562818,Shenzhen Topway Technology Co Ltd,also_known_as
220562834,Vega Grieshaber KG,also_known_as
220563054,Barry Controls,formerly_known_as
220563054,Barrymount,brand_of
220563055,Sam Shin,also_known_as
220563055,Sanshin Precision Industry Co Ltd,also_known_as
220563057,Acer America Corporation,also_known_as
220563078,Baumer,previous_name_value
220563144,Fivilevel,brand_of
220563144,Fivistop,brand_of
220563145,Bacou-Dalloz,merged_into
220563145,Fendall Company,brand_of
220563145,Perfect Fit Gloves,brand_of
220563145,Pulsafe,brand_of
220563145,Sperian Protection (formerly Bacou-Dalloz),merged_into
220563145,Survivair Premier Plus,brand_of
220563159,GMC Instruments GmbH,parent_of
220563172,Bilsom,formerly_known_as
220563173,Huawei M2M Solutions,brand_of
220563181,IMO Industries Inc,also_known_as
220563218,LG Philips Displays,formerly_known_as
220563223,LUT,also_known_as
220563224,Lutron,previous_name_value
220563227,DB Products,acquired_by
220563227,Electro Engineering Works,acquired_by
220563227,Electro Vector,acquired_by
220563227,Ferrodyne Corporation,acquired_by
220563227,Mercury Transformers Inc,acquired_by
220563227,Nytronics,acquired_by
220563227,OPT Industries,acquired_by
220563227,Rucker Electronics,acquired_by
220563227,"Servomechanisms, Inc.",acquired_by
220563227,Titan Transformers,acquired_by
220563227,Torwico Electronics,acquired_by
220563227,United Transformer Company (UTC),acquired_by
220563236,MCR Safety,formerly_known_as
220563236,MCR Safety,previous_name_value
220563262,Ningbo Forward Relay Corporation Ltd,previous_name_value
220563276,Gulton Statham,brand_of
220563276,Panalarm,brand_of
220563276,Power Instruments,brand_of
220563276,Pulsar,brand_of
220563276,RiS Rochester / Scientific Columbus,brand_of
220563276,Rochester Instruments,brand_of
220563287,Promet Optics,also_known_as
220563303,Alcon,brand_of
220563303,Bifold,brand_of
220563303,Bifold Marshalsea,brand_of
220563303,Bifold Orange,brand_of
220563303,FlowquipFlowquip,brand_of
220563303,HILLER,brand_of
220563303,Jordan Controls Inc,acquired_by
220563303,Landon Kingsway,brand_of
220563303,Masso,brand_of
220563303,Midland-ACS,brand_of
220563303,M&M,brand_of
220563303,Roto Hammer,brand_of
220563303,Rotork Fairchild,brand_of
220563303,Rotork Schischek,brand_of
220563303,Rotork Valvekits,brand_of
220563303,Soldo Controls,brand_of
220563303,The Remote Control Range,brand_of
220563303,YTC,brand_of
220563307,Selecta Switch,also_known_as
220563308,Selecta Switch,previous_name_value
220563347,TIYIEIE,mis-spelling
220563347,T|Y|E|E,nickname
220563347,Tyee Products Inc,also_known_as
220563349,TORICA,also_known_as
220563361,Ultimate Acoustics,brand_of
220563384,X-Fan,brand_of
220563390,The Zippertubing Co,previous_name_value
220563888,3DLABS Inc,formerly_known_as
220563896,Arlon Silicone Technologi,previous_name_value
220563904,Buffalo Inc,also_known_as
220563904,Buffalo Kokuyo Supply,formerly_known_as
220563914,CGW,formerly_known_as
220563914,Corning Glass Works,formerly_known_as
220563935,Hagiwara Solutions Co Ltd,also_known_as
220563937,Inalways Electronics Inc,also_known_as
220563970,Le Joint Francais,formerly_known_as
220563970,PRC-Desoto International,formerly_known_as
220563975,NA Schlegel SA,formerly_known_as
220563985,STB Abschirmtechnik GmbH,also_known_as
220563986,Steute Technologies GmbH & Co Kg,also_known_as
220563995,Tokyo Eletec Corporation,previous_name_value
220564007,Y.D.S. Co Ltd,also_known_as
220564007,YDS Co Ltd,also_known_as
222137663,ABP,acronym
222137664,Marsh Bellofram,parent_of
222137674,INDUCOMP,acquired_by
222137683,EMSL,also_known_as
222137683,Evil Mad Scientist,previous_name_value
222137686,Fuji Media,also_known_as
222137686,Fujinon,brand_of
222137696,Hexacon Electronics,also_known_as
222137697,Hexagon Manufacturing Intelligence,previous_name_value
222137727,Motherson Sumi Systems Ltd,also_known_as
222137750,Rosemount/Aerospace,formerly_known_as
222137756,Accudyne Industries,parent_of
222137758,SPI Power Supplies,also_known_as
222137762,TST,acronym
223327704,Beyond Innovation Technology Co Ltd,also_known_as
223327711,Coors Ceramicon Designs Inc,formerly_known_as
223327736,Advanced Energy,previous_name_value
223327736,HiTek Power,brand_of
223327797,Synaptics Astra Machina,also_known_as
224141245,Sanmina,previous_name_value
224141245,Sanmina-Sci Corporation,also_known_as
224141245,SCI Technology Inc,division_of
224141260,Endrich Vertriebs GmbH,previous_name_value
224141265,Garmin International,formerly_known_as
224141290,AirTIGHT,brand_of
224141290,Mechanics,brand_of
224141290,Northwest Trail,brand_of
224141290,Peformance Tool,brand_of
224141290,Performance Tech,brand_of
224141290,Performance Tools,brand_of
224141290,Project Pro,brand_of
224141297,Sebro Plastics Inc,formerly_known_as
224141525,ITW Electrogibi,brand_of
224141525,ITW Fastex Italy,brand_of
224141525,ITW Ispracontrols,brand_of
224141538,AMETEK APT,also_known_as
224141538,AMETEK Automation & Process Technologies,also_known_as
224141538,B/W Controls,brand_of
224141775,COMNET,also_known_as
224141776,Crane Limited,parent_of
224141786,Benedikt & Jager,also_known_as
224141794,WW Grainger,also_known_as
224141795,Det-Tronics,also_known_as
224141799,Emteq,acquired_by
224141802,"HELLA AUTOTECHNIK NOVA, s.r.o.",also_known_as
224141802,Hella Electronics Corporation,also_known_as
224141804,ILS,also_known_as
224141809,Kim Hotstart,also_known_as
224141825,PVI,acronym
224141829,RITEK,parent_of
224141835,SEMPAK,brand_of
224141836,Suntech Power,also_known_as
224141837,SWACO,also_known_as
224141968,Monacor,parent_of
224141972,"Nanotron, an Inpixon Company",also_known_as
224141974,Awabot,also_known_as
224141977,Samsung GVI,brand_of
224141977,Samsung Techwin America,also_known_as
224141978,Symbol Technologies,formerly_known_as
224141997,Haydon Kirk Pittman,also_known_as
224141997,Haydon Switch and Instruments,also_known_as
224142006,Jietong Switch,also_known_as
224142009,Lumitron Corporation,previous_name_value
224142030,Hypercom (POS Systems),merged_into
224142032,Chungho Elcom,also_known_as
224142033,CSS,acronym
224143139,MTA USA Corporation,division_of
224146422,CSID,acronym
224146434,EG&G Rotron,acquired_by
224146435,ECS,acronym
224146442,Hecell Hangzhou Battery Co Ltd,formerly_known_as
224146448,Kunshan Visionox Display,also_known_as
224146454,Nesco Electrical Products,acquired_by
224146456,Ningbo KLS Imp&Exp Co Ltd,also_known_as
224146458,Noren Products Inc,formerly_known_as
224146463,Duratron,brand_of
224146463,ERTALON,brand_of
224146463,Ertalyte,brand_of
224146463,Fluorosint,brand_of
224146463,Ketron,brand_of
224146463,NYLATRON,brand_of
224146463,Polypenco,brand_of
224146463,Semitron,brand_of
224146463,Symalit,brand_of
224146463,Techtron,brand_of
224146465,Porta Systems,acquired_by
224146470,Savoy Technology,also_known_as
224146479,Takachi Electric Industrial,also_known_as
224146482,Advanced Fibre Communications,acquired_by
224146489,Performance Technologies Inc,merged_into
224146489,Ziatech,acquired_by
224146752,Aeroflex Test Solutions,previous_name_value
224147021,Audiovox Electronics,formerly_known_as
224147022,BEA Electro Sales,also_known_as
224147023,Celtron,brand_of
224147023,Revere,brand_of
224147023,Sensortronics,brand_of
224147023,Tedea-Huntleigh,brand_of
224147024,Lulzbot,trademark_of
224147030,Chauvet DJ,brand_of
224147030,Chauvet Professional,brand_of
224147030,Iluminarc,brand_of
224147030,Trusst,brand_of
224147034,DigiX,brand_of
224147044,Clever Acoustics,brand_of
224147044,Elumen8,brand_of
224147044,LEDJ,brand_of
224147044,W Audio,brand_of
224147046,Masterplug,brand_of
224641489,ScotchLok,brand_of
224641491,Académie,brand_of
224641491,Acco,brand_of
224641491,AMCAL,brand_of
224641491,Apollo,brand_of
224641491,AT-A-GLANCE,brand_of
224641491,Bene,brand_of
224641491,Cambridge,brand_of
224641491,Day Dream,brand_of
224641491,Day Runner,brand_of
224641491,Day-Timer,brand_of
224641491,Derwent,brand_of
224641491,Esselte,brand_of
224641491,Five Star,brand_of
224641491,GBC,brand_of
224641491,Grafon’s,brand_of
224641491,Hilroy,brand_of
224641491,Kensington,brand_of
224641491,Leitz,brand_of
224641491,Marbig,brand_of
224641491,Mead,brand_of
224641491,MotherWord,brand_of
224641491,Nobo,brand_of
224641491,NoteTote,brand_of
224641491,Petrus,brand_of
224641491,Quartet,brand_of
224641491,Rapid,brand_of
224641491,Rexel,brand_of
224641491,SEAL,brand_of
224641491,Swingline,brand_of
224641491,Tilibra,brand_of
224641491,Trapper,brand_of
224641491,Wilson Jones,brand_of
224641491,Xyron,brand_of
224641491,Zwipes,brand_of
224642179,Avago (Optical Modules),acquired_by
224642179,"Foxconn Optical Interconnect Technology, Inc.",division_of
224642182,GRI,acronym
224642182,GRisk,also_known_as
224642189,Badland,also_known_as
224642191,George A Terry Co,formerly_known_as
224642313,Belimo Automation,also_known_as
224642320,Walter Multiply,brand_of
224642320,Walter Prototyp,brand_of
224642320,Walter Titex,brand_of
224646141,Kalas Manufacturing Inc,also_known_as
224646144,Orbitec,brand_of
224646147,Teltonika Iot Solutions Canada Ltd,also_known_as
224646150,Tagg Industries Inc,brand_of
224646150,Thermo Fisher Scientific,parent_of
224646150,Thermo Gamma-Metrics LLC,brand_of
224646168,ARaymond,previous_name_value
224646188,Chang Tai Er Electronics,also_known_as
224646188,Dongguan Changtaier Electronics Co Ltd,also_known_as
224646192,CDI Industries Inc,parent_of
224646192,"Coaxial Dynamics,Inc.",previous_name_value
224646205,Sony Chemicals Corporation,formerly_known_as
224646246,IFM efactor Inc,previous_name_value
224646249,Inovonics Wireless Corporation,also_known_as
224646263,Markvision,trademark_of
224646278,XPIQ,product_family
224646288,PS Omeg,brand_of
224646320,Shenzhen Success Electronics Co Ltd,also_known_as
224646320,"Shenzhen Yushun Electronics Co., Ltd",also_known_as
224646336,Vision-Luxo,brand_of
224646545,ZF Electronics GmbH,also_known_as
224646546,Cherry Computer Input Devices,also_known_as
224646546,Cherry Electrical Products,also_known_as
224646553,Camozzi Automation,also_known_as
224646558,Argosy Inc,formerly_known_as
224646570,Kentrox,acquired_by
224646888,Clulite,brand_of
224646890,RiKO Components,brand_of
224646893,Elditest,brand_of
224646912,FROLYT capacitors and components GmbH,previous_name_value
224646950,Taiten Electronics Co Ltd,previous_name_value
226389563,Sharks Code by CircuitCo,brand_of
226389573,Connect Tech Products Corporation,previous_name_value
226389595,SEWS,acronym
226389601,TE Connectivity / Holsworthy,previous_name_value
226389610,Mid Atlantic Peripheral Support,also_known_as
226389776,Bell ,brand_of
226389776,Bryant,brand_of
226389776,Burndy,brand_of
226389776,Chalmit,brand_of
226389776,GAI-TRONICS,brand_of
226389776,Gleason Reel,brand_of
226389776,HAEFELY,brand_of
226389776,Hawke,brand_of
226389776,Hipotronics,brand_of
226389776,Hubbell High Voltage,brand_of
226389776,Hubbell Industrial Controls,brand_of
226389776,Hubbell Marine,brand_of
226389776,Hubbell Premise Wiring,brand_of
226389776,Hubbell Wiring Device-Kellems,brand_of
226389776,Killark,brand_of
226389776,Pulsecom,brand_of
226389776,RACO,brand_of
226389776,Tettex,brand_of
226389776,Transtar,brand_of
226389776,Victor Lighting,brand_of
226389776,Wiegmann,brand_of
226389824,DELL EMC,formerly_known_as
226389824,EMC Corporation,formerly_known_as
226389824,EMC Corporation,also_known_as
226389844,MESL Microwave,acquired_by
226389851,VICAM,also_known_as
226390756,Maxcom Fiberoptic Products,also_known_as
226390759,"Nippon pulse Industrial Co., Ltd",also_known_as
226390760,HIT Tools,brand_of
226390760,Tie Down Engineering,brand_of
226390760,WindLift,brand_of
226390766,SPI,acronym
226390766,SP International,also_known_as
226390770,Vossloh-Schwabe Optoelectronic GmbH & Co. KG,also_known_as
226390770,VS Lighting Solutions,also_known_as
226390770,VS Optoelectronic,formerly_known_as
226390782,ACCO Chain,acquired_by
226390782,American Chain Company (ACCO),acquired_by
226391427,"Sunrich Technology (U.S.), Inc",division_of
226391429,Alpen-Maykestag,brand_of
226391431,AMI,acronym
226391443,Hsinda Precision Co Ltd,previous_name_value
226391446,Krauss & Naimer Ltd,previous_name_value
226391447,X-Powers,brand_of
226391452,MEC,acronym
226391460,Shanghai Semitech Semiconductor Co Ltd,also_known_as
226391463,SoniTexx,brand_of
226391540,Anderson-Negele,division_of
226391540,Fluke,division_of
226391540,Gems Sensors & Controls,division_of
226391540,Gilbarco Veeder-Root,division_of
226391540,Hennessy Industries,division_of
226391540,Invetech,division_of
226391540,Jacobs Vehicle Systems,division_of
226391540,Kollmorgen,division_of
226391540,Matco Tools,division_of
226391540,Pacific Scientific EMC,division_of
226391540,Portescap,division_of
226391540,Qualitrol,division_of
226391540,Setra,division_of
226391540,Tektronix,division_of
226391540,TeletracNavman,division_of
226391540,Thomson Linear,division_of
226391884,TEKmicro,also_known_as
226391886,Orioin Bus Industries,formerly_known_as
226391901,Response,brand_of
226391901,Spilfyter,brand_of
226391901,Versa-Pak,brand_of
226391993,DBI-SALA,brand_of
226392095,DixieWire,brand_of
226392095,EPC,brand_of
226392095,GTS,brand_of
226392096,ESCUBEDO CONNECTION SYSTEMS SAU,also_known_as
226392108,Moeller Electric,also_known_as
226392121,O2Micro International Limited,previous_name_value
226392124,OCS,also_known_as
226392124,Orient-Chip,also_known_as
226392124,"Shanghai Orient-Chip Technology Co.,LTD",also_known_as
226392126,Philex Cable,also_known_as
226392128,Kingshield,brand_of
226392128,Norslo,brand_of
226392128,PowerBreaker,brand_of
226392128,ToolShield,brand_of
226392130,TBS,acronym
226392130,TBS de Buck BV,also_known_as
226392131,Emerson Electric Motor Co,acquired_by
226392150,Tokai Rika Create Corporation,previous_name_value
226392154,Yamatake Group,formerly_known_as
226392188,Comant (Antennas),brand_of
226392198,Draper,brand_of
226392198,Draper Expert,brand_of
226392198,Draper Red Line,brand_of
226392198,Schroder,brand_of
226392198,SCHRÖDER,brand_of
226392199,ENET Solutions Inc,also_known_as
